Unnamed: 0,text,tweets
139,"#COVID19 vaccines and boosters dramatically reduce your risk of serious illness, hospitalization and death. In October, unvaccinated people in Arizona were 15.2 times more likely to die than fully vaccinated people who got COVID-19. #RollUpYourSleeve https://t.co/FOjt1hxMEg https://t.co/bilOfcP8UA",vaccines boosters dramatically reduce risk serious illness hospitalization death october unvaccinated people arizona times die vaccinated people
140,"Vaccines that require 3 or more doses within 12 months:

-Diphtheria/Tetanus/Pertussis
-Polio 
-Hepatitis B
-Human papillomavirus
-COVID-19",vaccines require 3 doses 12 months diphtheria tetanus pertussis polio hepatitis human
141,559 new Covid-19 cases and 6 deaths in Singapore https://t.co/4rCq5AJiHg https://t.co/rGFIH9J7Kf,6 deaths singapore
142,"@POTUS Just received my antibodies test back...High level of NATURAL, YES, NATURAL ANTIBODIES 1 yr after I had covid! 
FOLLOW THE SCIENCE! NATUAL IMMUNITY 7-27X BETTER THAN THE VAC!!!!",received antibodies test level natural yes natural antibodies 1 yr follow science immunity vac
143,"In their rancour for SilentStrikeDec10,SAC thugs threatened those stores&amp; shops which took part in strike in TaungDwinGyi not to open for 1week–1month on pretext of COVID-19. Plus, itinerant sellers were BANNED to sell in downtown this morning. #Dec11Coup #WhatsHappeningInMyanmar https://t.co/NFiygPROmF",rancour sac thugs threatened stores amp shops strike pretext plus itinerant sellers banned sell downtown morning
144,"Today we mark a milestone anniversary – 75 years of @UNICEF! 

Through climate change, conflict and COVID-19, we won’t stop until we reach every child.

Join us and Regional Ambassador @siwonchoi as we celebrate today 💙 #UNICEF75 https://t.co/gKfUYtcr89",mark milestone anniversary 75 climate change conflict stop reach child join regional ambassador celebrate
145,"""The leadership of the Oklahoma National Guard has acknowledged that its fight with the federal government over the COVID vaccine requirement may lead to 'career-ending federal action' for troops.""
https://t.co/cACTYhRWC9",leadership oklahoma national guard acknowledged fight federal government vaccine requirement lead federal troops
147,Covid Scotland: 150 ScotRail services cancelled as more staff forced to self-isolate https://t.co/w9cxSpJoG5,scotland 150 services cancelled staff forced
148,Poignant story around this song’s performance on #TOTP back in the day and with a special and chilling resonance for us these #COVID times esp with #OmicronVariant. #positive #WorldAidsDay. Also moved by the only way is up/hold on; the love this community &amp; their HCWs gave. https://t.co/5i0hUhTtCh,poignant story song performance day special chilling resonance times esp moved hold love community amp
150,"""When asked if..inspection had found traces of..virus inside the lab itself,..CECC head said..tables, doorknobs, and other surfaces had tested positive for COVID.,He said it was possible the scientist had contracted the virus from the lab environment rather than the mouse bite.""",inspection found traces virus inside lab head tables doorknobs surfaces tested positive scientist contracted virus lab environment mouse bite
151,"We still don’t have answers as to why over 9,000 COVID patients were admitted into nursing homes and why Cuomo and his administration covered it up. So you’ll just have to unfollow me because I’m not done. Also: I don’t “read” the weather. Have a nice day. https://t.co/mxPkNj1dDX",answers patients admitted nursing homes administration covered read weather nice day
152,Firhill seems awffy quiet for approaching 10 minutes before kick off. The weather? Worries about recent Covid developments?,quiet approaching 10 minutes kick weather worries recent developments
153,listen to me closely...COVID is the most titanic and catastrophic crime ever committed on society....the barbarous tyrant globalist psychopaths need to head to their bunkers NOW! https://t.co/wRh1QaiiSC,listen closely titanic catastrophic crime committed society barbarous tyrant psychopaths head bunkers
154,"so now everyone has AIDS. Can you transmit it throgh sex? Will it be able to do this in the future? Fauci needs to explain this! I knew it! 
Cases of vaccine-induced VAIDS on the rise due to mass covid vaccination",aids transmit sex able future explain rise due mass vaccination
155,Public Health is actively investigating an outbreak of COVID-19 cases associated with St. FX University and X Ring Celebrations. Read more at https://t.co/ZlexhGd4Py https://t.co/Rsqq2ANYMg,public health actively investigating outbreak associated university ring celebrations read
156,"PCHD will be providing COVID-19 Pfizer vaccine for children 5-11 years of age on Saturday, December 11th from 9am-1pm at the NEW Center at NEOMED. Household members can be vaccinated too! This is a walk-in clinic, no appointment needed. https://t.co/QuGGr0N7zr",providing vaccine children age saturday december 11th center household vaccinated walk-in clinic appointment
157,"Arteta got Covid and football ground to a halt, but now three-quarters of your team can go down with it and no one gives a shit. Madness. Barcelona had a game postponed earlier this season because a few players played an international game in South America the Thursday before!",football ground halt three-quarters team shit madness barcelona game postponed earlier season players played international game south america thursday
158,"Remember your Hillsborough lies, Kelvin? I do. What will you come out with next... anti-vaxxers urinating on the covid victims? https://t.co/KOkjbJsNou",remember lies kelvin urinating victims
159,Zambia records 235 COVID-19 cases in last 24hrs - https://t.co/IPS3Hc7o0I https://t.co/3v4UjRw7cc,zambia records
160,"Autistic people tried to sound the alarm early on. ""Like a tumor, the anti-vaccine movement has metastasized in other parts of the American body politic... Only now, it’s not just autistic people in their crosshairs. It’s all of us."" ~ @EricMGarcia https://t.co/0JK8t0CTFi",autistic people tried sound alarm tumor movement metastasized american body politic autistic people crosshairs
161,I’m old enough to remember when David Perdue secretly sold millions of dollars worth of stocks before the public knew about COVID.,remember david secretly sold millions dollars worth stocks public
162,"“Latinos are getting hit from all angles,” said Christina Ramirez, professor of biostatistics at UCLA. “This is going to be felt for generations to come.” https://t.co/JxAnId2uQG",latinos getting hit angles professor biostatistics generations
163,"I’m not going to lie 2020 has been tough. Between Covid fatigue, losing my dad, and a general sense of malaise - it’s been pretty meh. But there is always a bright spot. Always. Hang onto the light friends, tomorrow is a new day. ❤️❤️✊🏽✊🏽 https://t.co/ZPqZjrrMRT",lie tough fatigue losing dad sense malaise pretty bright spot hang light friends tomorrow day
164,@sanchit03876701 @Tristesire_ @TheSpursExpress @jonathandveal83 I think many of the Covid rules are OTT (like mandatory masks etc). But I think common sense should prevail when there’s evidence of an outbreak which poses a clear public health risk. That’s more important than 3 points in a non-entity football match for me. Forfeit the game.,rules mandatory masks common sense prevail evidence outbreak poses public health risk 3 football match forfeit game
