text,Topic,Sentiment,tweets
"Wonderful diversion ""press frenzy"". We need to know if the government are a load of scheissters unfit to run a pandemic &amp; hiw far we can trust their usually compromised advice on COVID. It's crucial to know this ahead of their new compromised advice on omicron. @BBCRadio4  #bbcaq",p,2,wonderful diversion press frenzy government load unfit run pandemic amp trust usually compromised advice crucial ahead compromised advice omicron
Pre Covid was wild https://t.co/dhBzGGw6Fd,l,3,wild
"#COVID19 vaccines and boosters dramatically reduce your risk of serious illness, hospitalization and death. In October, unvaccinated people in Arizona were 15.2 times more likely to die than fully vaccinated people who got COVID-19. #RollUpYourSleeve https://t.co/FOjt1hxMEg https://t.co/bilOfcP8UA",v,1,vaccines boosters dramatically reduce risk serious illness hospitalization death october unvaccinated people arizona times die vaccinated people
"Vaccines that require 3 or more doses within 12 months:

-Diphtheria/Tetanus/Pertussis
-Polio 
-Hepatitis B
-Human papillomavirus
-COVID-19",v,2,vaccines require 3 doses 12 months diphtheria tetanus pertussis polio hepatitis human
559 new Covid-19 cases and 6 deaths in Singapore https://t.co/4rCq5AJiHg https://t.co/rGFIH9J7Kf,h,2,6 deaths singapore
"@POTUS Just received my antibodies test back...High level of NATURAL, YES, NATURAL ANTIBODIES 1 yr after I had covid! 
FOLLOW THE SCIENCE! NATUAL IMMUNITY 7-27X BETTER THAN THE VAC!!!!",h,1,received antibodies test level natural yes natural antibodies 1 yr follow science immunity vac
"In their rancour for SilentStrikeDec10,SAC thugs threatened those stores&amp; shops which took part in strike in TaungDwinGyi not to open for 1week–1month on pretext of COVID-19. Plus, itinerant sellers were BANNED to sell in downtown this morning. #Dec11Coup #WhatsHappeningInMyanmar https://t.co/NFiygPROmF",l,2,rancour sac thugs threatened stores amp shops strike pretext plus itinerant sellers banned sell downtown morning
"Today we mark a milestone anniversary – 75 years of @UNICEF! 

Through climate change, conflict and COVID-19, we won’t stop until we reach every child.

Join us and Regional Ambassador @siwonchoi as we celebrate today 💙 #UNICEF75 https://t.co/gKfUYtcr89",o,1,mark milestone anniversary 75 climate change conflict stop reach child join regional ambassador celebrate
"""The leadership of the Oklahoma National Guard has acknowledged that its fight with the federal government over the COVID vaccine requirement may lead to 'career-ending federal action' for troops.""
https://t.co/cACTYhRWC9",p,3,leadership oklahoma national guard acknowledged fight federal government vaccine requirement lead federal troops
Covid Scotland: 150 ScotRail services cancelled as more staff forced to self-isolate https://t.co/w9cxSpJoG5,t,3,scotland 150 services cancelled staff forced
Poignant story around this song’s performance on #TOTP back in the day and with a special and chilling resonance for us these #COVID times esp with #OmicronVariant. #positive #WorldAidsDay. Also moved by the only way is up/hold on; the love this community &amp; their HCWs gave. https://t.co/5i0hUhTtCh,l,2,poignant story song performance day special chilling resonance times esp moved hold love community amp
"""When asked if..inspection had found traces of..virus inside the lab itself,..CECC head said..tables, doorknobs, and other surfaces had tested positive for COVID.,He said it was possible the scientist had contracted the virus from the lab environment rather than the mouse bite.""",c,3,inspection found traces virus inside lab head tables doorknobs surfaces tested positive scientist contracted virus lab environment mouse bite
"We still don’t have answers as to why over 9,000 COVID patients were admitted into nursing homes and why Cuomo and his administration covered it up. So you’ll just have to unfollow me because I’m not done. Also: I don’t “read” the weather. Have a nice day. https://t.co/mxPkNj1dDX",h,2,answers patients admitted nursing homes administration covered read weather nice day
Firhill seems awffy quiet for approaching 10 minutes before kick off. The weather? Worries about recent Covid developments?,o,2,quiet approaching 10 minutes kick weather worries recent developments
listen to me closely...COVID is the most titanic and catastrophic crime ever committed on society....the barbarous tyrant globalist psychopaths need to head to their bunkers NOW! https://t.co/wRh1QaiiSC,p,1,listen closely titanic catastrophic crime committed society barbarous tyrant psychopaths head bunkers
"so now everyone has AIDS. Can you transmit it throgh sex? Will it be able to do this in the future? Fauci needs to explain this! I knew it! 
Cases of vaccine-induced VAIDS on the rise due to mass covid vaccination",v,3,aids transmit sex able future explain rise due mass vaccination
Public Health is actively investigating an outbreak of COVID-19 cases associated with St. FX University and X Ring Celebrations. Read more at https://t.co/ZlexhGd4Py https://t.co/Rsqq2ANYMg,c,1,public health actively investigating outbreak associated university ring celebrations read
"PCHD will be providing COVID-19 Pfizer vaccine for children 5-11 years of age on Saturday, December 11th from 9am-1pm at the NEW Center at NEOMED. Household members can be vaccinated too! This is a walk-in clinic, no appointment needed. https://t.co/QuGGr0N7zr",v,1,providing vaccine children age saturday december 11th center household vaccinated walk-in clinic appointment
"Arteta got Covid and football ground to a halt, but now three-quarters of your team can go down with it and no one gives a shit. Madness. Barcelona had a game postponed earlier this season because a few players played an international game in South America the Thursday before!",h,3,football ground halt three-quarters team shit madness barcelona game postponed earlier season players played international game south america thursday
"Remember your Hillsborough lies, Kelvin? I do. What will you come out with next... anti-vaxxers urinating on the covid victims? https://t.co/KOkjbJsNou",h,2,remember lies kelvin urinating victims
Zambia records 235 COVID-19 cases in last 24hrs - https://t.co/IPS3Hc7o0I https://t.co/3v4UjRw7cc,h,2,zambia records
"Autistic people tried to sound the alarm early on. ""Like a tumor, the anti-vaccine movement has metastasized in other parts of the American body politic... Only now, it’s not just autistic people in their crosshairs. It’s all of us."" ~ @EricMGarcia https://t.co/0JK8t0CTFi",v,3,autistic people tried sound alarm tumor movement metastasized american body politic autistic people crosshairs
I’m old enough to remember when David Perdue secretly sold millions of dollars worth of stocks before the public knew about COVID.,o,3,remember david secretly sold millions dollars worth stocks public
"“Latinos are getting hit from all angles,” said Christina Ramirez, professor of biostatistics at UCLA. “This is going to be felt for generations to come.” https://t.co/JxAnId2uQG",o,2,latinos getting hit angles professor biostatistics generations
"I’m not going to lie 2020 has been tough. Between Covid fatigue, losing my dad, and a general sense of malaise - it’s been pretty meh. But there is always a bright spot. Always. Hang onto the light friends, tomorrow is a new day. ❤️❤️✊🏽✊🏽 https://t.co/ZPqZjrrMRT",l,3,lie tough fatigue losing dad sense malaise pretty bright spot hang light friends tomorrow day
